Rule,Lift_Leave,Lift_Stay,Lift_Gap,Direction
"MaritalStatus_Married, OverTime_No, WorkLifeBalance_3",1.0,1.252044441937849,-0.2520444419378489,→ Ở lại
"Age_Middle-Aged, EnvironmentSatisfaction_3",1.0,1.254503072684891,-0.2545030726848909,→ Ở lại
"Age_Middle-Aged, DistanceFromHome_Medium, WorkLifeBalance_3",1.0,1.2546987219476304,-0.25469872194763044,→ Ở lại
"DistanceFromHome_Near, MaritalStatus_Married, OverTime_No",1.0,1.2548127755501028,-0.25481277555010284,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MaritalStatus_Married",1.0,1.255187845104479,-0.2551878451044789,→ Ở lại
"MonthlyIncome_High_Income, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.2560187956155473,-0.2560187956155473,→ Ở lại
"Department_Sales, DistanceFromHome_Near, JobRole_Sales Executive",1.0,1.2566715186802524,-0.2566715186802524,→ Ở lại
"DistanceFromHome_Near, JobSatisfaction_High_Satisfaction, OverTime_No",1.0,1.2572363453309843,-0.2572363453309843,→ Ở lại
"DistanceFromHome_Medium, MaritalStatus_Divorced",1.0,1.258517299643295,-0.25851729964329495,→ Ở lại
"Department_Research & Development, EnvironmentSatisfaction_4, OverTime_No",1.0,1.2588926693473552,-0.2588926693473552,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MaritalStatus_Married, WorkLifeBalance_3",1.0,1.2592000328023454,-0.2592000328023454,→ Ở lại
"EnvironmentSatisfaction_4, MonthlyIncome_Mid_Income",1.0,1.2600587734475845,-0.26005877344758455,→ Ở lại
"DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction",1.0,1.2601812742978145,-0.26018127429781446,→ Ở lại
"Age_Middle-Aged, EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction",1.0,1.2603352840408364,-0.2603352840408364,→ Ở lại
"EnvironmentSatisfaction_3, MaritalStatus_Married",1.0,1.2610918493271437,-0.2610918493271437,→ Ở lại
"Department_Research & Development, OverTime_No, WorkLifeBalance_2",1.0,1.2622431299320398,-0.2622431299320398,→ Ở lại
"OverTime_Yes, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.2622816593886463,-0.26228165938864634,→ Ở lại
"Age_Middle-Aged, WorkLifeBalance_2",1.0,1.2624349174698128,-0.26243491746981285,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, EnvironmentSatisfaction_4",1.0,1.2633205743346452,-0.2633205743346452,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_Low_Satisfaction, OverTime_No",1.0,1.263751538980897,-0.2637515389808971,→ Ở lại
"Age_Middle-Aged, EnvironmentSatisfaction_3, WorkLifeBalance_3",1.0,1.2638524987869966,-0.26385249878699657,→ Ở lại
"Department_Research & Development, JobRole_Research Scientist, MonthlyIncome_Low_Income, OverTime_No",1.0,1.2649572649572651,-0.2649572649572651,→ Ở lại
"Department_Research & Development, DistanceFromHome_Near, WorkLifeBalance_3",1.0,1.2671232876712328,-0.26712328767123283,→ Ở lại
"Age_Middle-Aged, DistanceFromHome_Medium, MaritalStatus_Married",1.0,1.2672317835431117,-0.2672317835431117,→ Ở lại
"Department_Research & Development, JobRole_Manufacturing Director",1.0,1.267937459841508,-0.2679374598415081,→ Ở lại
"Department_Sales, JobRole_Sales Executive, MonthlyIncome_Mid_Income",1.0,1.2681221510093565,-0.26812215100935655,→ Ở lại
"DistanceFromHome_Near, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.2693351630056404,-0.2693351630056404,→ Ở lại
"Department_Research & Development, MaritalStatus_Divorced",1.0,1.2706043956043958,-0.27060439560439575,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, MaritalStatus_Married",1.0,1.2706139854334129,-0.27061398543341286,→ Ở lại
"Department_Research & Development, DistanceFromHome_Near, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.2708589747259351,-0.2708589747259351,→ Ở lại
"EnvironmentSatisfaction_4, OverTime_No, WorkLifeBalance_3",1.0,1.271215556929843,-0.2712155569298429,→ Ở lại
"Department_Research & Development, MaritalStatus_Married, WorkLifeBalance_3",1.0,1.272092398603277,-0.27209239860327705,→ Ở lại
"Age_Middle-Aged, DistanceFromHome_Near, JobSatisfaction_Low_Satisfaction",1.0,1.2729919280137623,-0.27299192801376226,→ Ở lại
"DistanceFromHome_Near, OverTime_No, WorkLifeBalance_2",1.0,1.2749412120788808,-0.2749412120788808,→ Ở lại
"MaritalStatus_Single, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.2749903454831715,-0.27499034548317147,→ Ở lại
"MaritalStatus_Married, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.2752889842238906,-0.2752889842238906,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_Low_Satisfaction, MaritalStatus_Married",1.0,1.2771886046995218,-0.2771886046995218,→ Ở lại
"MaritalStatus_Married, MonthlyIncome_Low_Income, OverTime_No",1.0,1.2790806315986172,-0.2790806315986172,→ Ở lại
"JobSatisfaction_High_Satisfaction, OverTime_Yes, YearsAtCompany_Mid_Tenure",1.0,1.2796182596228565,-0.27961825962285647,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Married, MonthlyIncome_Low_Income",1.0,1.2797454344216934,-0.2797454344216934,→ Ở lại
"Department_Research & Development, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.2797772833205032,-0.2797772833205032,→ Ở lại
"EnvironmentSatisfaction_2, OverTime_No, WorkLifeBalance_3",1.0,1.281118513323983,-0.2811185133239831,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_High_Satisfaction, MaritalStatus_Married",1.0,1.2813121366935907,-0.2813121366935907,→ Ở lại
DistanceFromHome_Near,1.0,1.281347026510628,-0.28134702651062793,→ Ở lại
"Age_Young, JobSatisfaction_High_Satisfaction, YearsAtCompany_Mid_Tenure",1.0,1.2823178762043392,-0.28231787620433924,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, MaritalStatus_Married, OverTime_No",1.0,1.2823178762043392,-0.28231787620433924,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Single, WorkLifeBalance_3",1.0,1.2824512148625697,-0.28245121486256974,→ Ở lại
"OverTime_Yes, YearsAtCompany_Mid_Tenure",1.0,1.2833684580259923,-0.2833684580259923,→ Ở lại
"MaritalStatus_Single, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.2856596824073108,-0.28565968240731077,→ Ở lại
WorkLifeBalance_2,1.0,1.2867146012500588,-0.28671460125005876,→ Ở lại
"Department_Research & Development, JobRole_Research Scientist, OverTime_No, WorkLifeBalance_3",1.0,1.2881674900023525,-0.28816749000235253,→ Ở lại
"DistanceFromHome_Near, OverTime_No",1.0,1.2891413131393934,-0.2891413131393934,→ Ở lại
"Age_Middle-Aged, EnvironmentSatisfaction_4, JobSatisfaction_High_Satisfaction",1.0,1.289741821803417,-0.2897418218034169,→ Ở lại
"Age_Middle-Aged, DistanceFromHome_Medium, OverTime_No",1.0,1.2924268249058353,-0.29242682490583527,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, MaritalStatus_Single",1.0,1.2928550359630613,-0.2928550359630613,→ Ở lại
"DistanceFromHome_Near, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.2937808603431382,-0.2937808603431382,→ Ở lại
"Department_Research & Development, DistanceFromHome_Near, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.294352823588206,-0.294352823588206,→ Ở lại
"DistanceFromHome_Medium, OverTime_No",1.0,1.2951363301400147,-0.2951363301400147,→ Ở lại
"JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.2956825470560385,-0.29568254705603847,→ Ở lại
"JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income, WorkLifeBalance_3",1.0,1.2957404230989136,-0.2957404230989136,→ Ở lại
OverTime_No,1.0,1.2963692900626287,-0.2963692900626287,→ Ở lại
"JobRole_Laboratory Technician, JobSatisfaction_Low_Satisfaction",1.0,1.2968087068806493,-0.2968087068806493,→ Ở lại
"DistanceFromHome_Medium, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.2972341254382547,-0.29723412543825467,→ Ở lại
"Age_Middle-Aged, EnvironmentSatisfaction_4",1.0,1.2993373933776302,-0.2993373933776302,→ Ở lại
"Age_Middle-Aged, DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction",1.0,1.2994154478870639,-0.29941544788706387,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_High_Satisfaction, OverTime_No, WorkLifeBalance_3",1.0,1.300969772585493,-0.30096977258549296,→ Ở lại
"Department_Sales, JobRole_Sales Executive, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.3017329498181471,-0.30173294981814713,→ Ở lại
"JobRole_Research Scientist, MaritalStatus_Single",1.0,1.3024442831056255,-0.30244428310562554,→ Ở lại
"MonthlyIncome_Low_Income, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.3037053875880882,-0.3037053875880882,→ Ở lại
"DistanceFromHome_Medium, MonthlyIncome_High_Income, OverTime_No",1.0,1.303768270490188,-0.30376827049018806,→ Ở lại
"Department_Research & Development, EnvironmentSatisfaction_3, YearsAtCompany_Mid_Tenure",1.0,1.304300468367842,-0.3043004683678421,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MaritalStatus_Married, OverTime_No",1.0,1.3056327466807818,-0.3056327466807818,→ Ở lại
"Department_Research & Development, JobRole_Healthcare Representative",1.0,1.3056327466807818,-0.3056327466807818,→ Ở lại
"JobSatisfaction_Low_Satisfaction, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.3059994619316653,-0.3059994619316653,→ Ở lại
"Department_Research & Development, DistanceFromHome_Far, YearsAtCompany_Mid_Tenure",1.0,1.3067029374567496,-0.3067029374567496,→ Ở lại
"MaritalStatus_Married, MonthlyIncome_Low_Income, TotalWorkingYears_Mid-Level",1.0,1.3067364290385872,-0.3067364290385872,→ Ở lại
"Age_Middle-Aged, MonthlyIncome_Low_Income, WorkLifeBalance_3",1.0,1.306969931937624,-0.306969931937624,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Single, TotalWorkingYears_Mid-Level",1.0,1.3076636904761905,-0.30766369047619047,→ Ở lại
"Department_Research & Development, EnvironmentSatisfaction_3, TotalWorkingYears_Mid-Level",1.0,1.3078229097371845,-0.3078229097371845,→ Ở lại
"JobSatisfaction_High_Satisfaction, MaritalStatus_Married, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.308903797536202,-0.3089037975362019,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.308985794872348,-0.308985794872348,→ Ở lại
"JobSatisfaction_Low_Satisfaction, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.3095649171270718,-0.3095649171270718,→ Ở lại
"MonthlyIncome_High_Income, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.3102139142129952,-0.31021391421299516,→ Ở lại
"Age_Middle-Aged, EnvironmentSatisfaction_4, OverTime_No",1.0,1.3107451640623629,-0.31074516406236286,→ Ở lại
MaritalStatus_Divorced,1.0,1.311090658076392,-0.3110906580763919,→ Ở lại
"OverTime_No, WorkLifeBalance_2",1.0,1.31149375967763,-0.31149375967762993,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Divorced, OverTime_No",1.0,1.3127729257641922,-0.31277292576419224,→ Ở lại
"EnvironmentSatisfaction_2, JobSatisfaction_High_Satisfaction",1.0,1.3144025708442888,-0.3144025708442888,→ Ở lại
"Age_Middle-Aged, MonthlyIncome_Low_Income, TotalWorkingYears_Mid-Level",1.0,1.3148981065023047,-0.31489810650230465,→ Ở lại
"Department_Research & Development, JobSatisfaction_Low_Satisfaction, OverTime_No",1.0,1.3158955802532954,-0.31589558025329545,→ Ở lại
"MonthlyIncome_High_Income, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.3165130195697883,-0.3165130195697883,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, MaritalStatus_Single, OverTime_No",1.0,1.3165130195697883,-0.3165130195697883,→ Ở lại
"Department_Research & Development, DistanceFromHome_Medium, YearsAtCompany_Mid_Tenure",1.0,1.3171969224370972,-0.3171969224370972,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Single, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.3174662668665666,-0.31746626686656665,→ Ở lại
"JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income, OverTime_No, WorkLifeBalance_3",1.0,1.3174914613763535,-0.31749146137635353,→ Ở lại
"Age_Middle-Aged, DistanceFromHome_Far, OverTime_No",1.0,1.3175021352869707,-0.3175021352869707,→ Ở lại
"Department_Sales, DistanceFromHome_Medium, JobRole_Sales Executive",1.0,1.3175021352869707,-0.3175021352869707,→ Ở lại
"JobSatisfaction_High_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.3183730715287516,-0.3183730715287516,→ Ở lại
"MaritalStatus_Divorced, OverTime_No",1.0,1.3187596530830463,-0.3187596530830463,→ Ở lại
"Age_Middle-Aged, DistanceFromHome_Near, MaritalStatus_Married",1.0,1.3203737615626614,-0.3203737615626614,→ Ở lại
"DistanceFromHome_Near, JobSatisfaction_Low_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.3215451097980422,-0.3215451097980422,→ Ở lại
"DistanceFromHome_Near, JobSatisfaction_High_Satisfaction",1.0,1.32197658468115,-0.32197658468115,→ Ở lại
"Department_Research & Development, JobSatisfaction_High_Satisfaction, MaritalStatus_Married, TotalWorkingYears_Mid-Level",1.0,1.3222156045265039,-0.3222156045265039,→ Ở lại
"Age_Middle-Aged, DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, OverTime_No",1.0,1.3244918863550597,-0.32449188635505966,→ Ở lại
"JobSatisfaction_Low_Satisfaction, MonthlyIncome_Mid_Income",1.0,1.3258003766478343,-0.32580037664783434,→ Ở lại
"JobSatisfaction_Low_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.3280950765493167,-0.3280950765493167,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3",1.0,1.3281327284803779,-0.3281327284803779,→ Ở lại
"Department_Research & Development, MaritalStatus_Single, TotalWorkingYears_Mid-Level",1.0,1.3282980161782874,-0.32829801617828736,→ Ở lại
"Department_Research & Development, OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.3284712482468444,-0.32847124824684437,→ Ở lại
"Department_Research & Development, JobSatisfaction_High_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.3284712482468444,-0.32847124824684437,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_Low_Satisfaction, MonthlyIncome_Mid_Income",1.0,1.3284813197476955,-0.32848131974769545,→ Ở lại
"Age_Middle-Aged, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.3302752293577984,-0.3302752293577984,→ Ở lại
"OverTime_No, WorkLifeBalance_3",1.0,1.3306765163297045,-0.3306765163297045,→ Ở lại
"DistanceFromHome_Medium, MonthlyIncome_Mid_Income, OverTime_No",1.0,1.3311085075916262,-0.33110850759162624,→ Ở lại
"Department_Research & Development, JobSatisfaction_Low_Satisfaction, YearsAtCompany_Mid_Tenure",1.0,1.3318118987318286,-0.3318118987318286,→ Ở lại
"Department_Research & Development, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.3324187601817716,-0.33241876018177163,→ Ở lại
"Department_Research & Development, WorkLifeBalance_2, YearsAtCompany_Mid_Tenure",1.0,1.3328725665755607,-0.33287256657556075,→ Ở lại
"JobSatisfaction_Low_Satisfaction, MonthlyIncome_Mid_Income, OverTime_No",1.0,1.3350554564651371,-0.3350554564651371,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Single, OverTime_No, WorkLifeBalance_3",1.0,1.335306218196254,-0.33530621819625406,→ Ở lại
"JobRole_Laboratory Technician, JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income",1.0,1.3353277773820549,-0.3353277773820549,→ Ở lại
"JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.3357968059802923,-0.33579680598029227,→ Ở lại
"Department_Research & Development, EnvironmentSatisfaction_4, YearsAtCompany_Mid_Tenure",1.0,1.3367005138457762,-0.33670051384577615,→ Ở lại
"Department_Research & Development, EnvironmentSatisfaction_2, OverTime_No",1.0,1.340239202217535,-0.3402392022175349,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income",1.0,1.3418721020979665,-0.3418721020979665,→ Ở lại
"Department_Sales, JobRole_Sales Executive, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level",1.0,1.342070900033854,-0.342070900033854,→ Ở lại
"Department_Research & Development, DistanceFromHome_Medium, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.3422908968760499,-0.34229089687604985,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_Low_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.3430127041742286,-0.3430127041742286,→ Ở lại
"Department_Research & Development, MaritalStatus_Single, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.3431235046613317,-0.3431235046613317,→ Ở lại
"Age_Middle-Aged, EnvironmentSatisfaction_3, OverTime_No",1.0,1.3432656905556983,-0.34326569055569833,→ Ở lại
DistanceFromHome_Medium,1.0,1.3434560158441986,-0.3434560158441986,→ Ở lại
"OverTime_Yes, TotalWorkingYears_Mid-Level",1.0,1.3449258276844485,-0.34492582768444846,→ Ở lại
"Age_Middle-Aged, MonthlyIncome_Low_Income, OverTime_No, WorkLifeBalance_3",1.0,1.3473665512034816,-0.3473665512034816,→ Ở lại
"EnvironmentSatisfaction_3, MonthlyIncome_Mid_Income",1.0,1.3477705591648623,-0.3477705591648623,→ Ở lại
"Age_Senior, MonthlyIncome_High_Income, TotalWorkingYears_Senior-Level",1.0,1.3479052823315119,-0.34790528233151186,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, DistanceFromHome_Near, JobSatisfaction_High_Satisfaction",1.0,1.3484893940909144,-0.3484893940909144,→ Ở lại
"Department_Research & Development, DistanceFromHome_Medium, TotalWorkingYears_Mid-Level",1.0,1.348984598609786,-0.3489845986097859,→ Ở lại
"OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.3492764193313116,-0.3492764193313116,→ Ở lại
"Age_Middle-Aged, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.3499543934326543,-0.34995439343265433,→ Ở lại
"Department_Research & Development, DistanceFromHome_Near, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.3500478676324486,-0.35004786763244855,→ Ở lại
"EnvironmentSatisfaction_4, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.350226541197696,-0.3502265411976959,→ Ở lại
"DistanceFromHome_Near, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.3504790550702106,-0.3504790550702106,→ Ở lại
"Department_Research & Development, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.3506503487098693,-0.35065034870986933,→ Ở lại
"Age_Middle-Aged, MonthlyIncome_High_Income, TotalWorkingYears_Mid-Level",1.0,1.3512474531964787,-0.35124745319647865,→ Ở lại
"Department_Research & Development, JobSatisfaction_High_Satisfaction, MaritalStatus_Married",1.0,1.3515981735159819,-0.3515981735159819,→ Ở lại
"Department_Sales, JobRole_Sales Executive, MonthlyIncome_Mid_Income, OverTime_No",1.0,1.352136431784108,-0.35213643178410803,→ Ở lại
"Department_Sales, JobRole_Sales Executive, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.3526113655501015,-0.35261136555010153,→ Ở lại
"MaritalStatus_Married, MonthlyIncome_Low_Income, YearsAtCompany_Mid_Tenure",1.0,1.3528978797160294,-0.3528978797160294,→ Ở lại
"Department_Research & Development, DistanceFromHome_Near, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.3530725676588229,-0.3530725676588229,→ Ở lại
"MaritalStatus_Single, OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.353741081773279,-0.3537410817732789,→ Ở lại
"MonthlyIncome_High_Income, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.3559886723305015,-0.35598867233050147,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, MaritalStatus_Married, TotalWorkingYears_Mid-Level",1.0,1.356773842378174,-0.3567738423781741,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_Low_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.3568239795918366,-0.35682397959183665,→ Ở lại
"EnvironmentSatisfaction_2, MaritalStatus_Married",1.0,1.3575003489461825,-0.35750034894618254,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, OverTime_No, WorkLifeBalance_3",1.0,1.3579383193219485,-0.35793831932194853,→ Ở lại
"Age_Middle-Aged, MonthlyIncome_High_Income, OverTime_No",1.0,1.3585033274152447,-0.3585033274152447,→ Ở lại
"Age_Middle-Aged, DistanceFromHome_Medium",1.0,1.3585994361025509,-0.35859943610255085,→ Ở lại
"DistanceFromHome_Medium, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.360391232954951,-0.360391232954951,→ Ở lại
"DistanceFromHome_Near, MaritalStatus_Married, TotalWorkingYears_Mid-Level",1.0,1.3632399486531246,-0.3632399486531246,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Single",1.0,1.3633939393939396,-0.3633939393939396,→ Ở lại
"DistanceFromHome_Near, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.3636007213988866,-0.36360072139888655,→ Ở lại
"Department_Research & Development, EnvironmentSatisfaction_3",1.0,1.3638225255972696,-0.3638225255972696,→ Ở lại
"Department_Research & Development, EnvironmentSatisfaction_4, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.3643862202814168,-0.36438622028141676,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_High_Satisfaction, OverTime_No",1.0,1.3652730248474931,-0.36527302484749313,→ Ở lại
"MonthlyIncome_High_Income, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.3654711105985469,-0.36547111059854687,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.3654711105985469,-0.36547111059854687,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, DistanceFromHome_Near, TotalWorkingYears_Mid-Level",1.0,1.3678092460619007,-0.3678092460619007,→ Ở lại
"Age_Middle-Aged, EnvironmentSatisfaction_2",1.0,1.3704986942181436,-0.37049869421814363,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.370547443683508,-0.3705474436835079,→ Ở lại
"EnvironmentSatisfaction_2, JobSatisfaction_High_Satisfaction, OverTime_No",1.0,1.370914384014821,-0.370914384014821,→ Ở lại
"Age_Middle-Aged, OverTime_No, WorkLifeBalance_2",1.0,1.370914384014821,-0.370914384014821,→ Ở lại
"Age_Young, JobRole_Research Scientist, MonthlyIncome_Low_Income",1.0,1.3720981977304754,-0.37209819773047537,→ Ở lại
"MaritalStatus_Married, MonthlyIncome_Mid_Income, WorkLifeBalance_3",1.0,1.3723650870666884,-0.37236508706668836,→ Ở lại
"DistanceFromHome_Medium, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level",1.0,1.3729279632472309,-0.3729279632472309,→ Ở lại
"DistanceFromHome_Far, TotalWorkingYears_Mid-Level",1.0,1.3734461325966851,-0.37344613259668513,→ Ở lại
"JobSatisfaction_Low_Satisfaction, MaritalStatus_Married, TotalWorkingYears_Mid-Level",1.0,1.3735989148283,-0.3735989148283001,→ Ở lại
"Department_Research & Development, JobSatisfaction_Low_Satisfaction, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.3747797441201255,-0.3747797441201255,→ Ở lại
"MonthlyIncome_Low_Income, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.3752997601918464,-0.3752997601918464,→ Ở lại
"MonthlyIncome_High_Income, YearsAtCompany_Mid_Tenure",1.0,1.3760057214375112,-0.3760057214375112,→ Ở lại
"MaritalStatus_Married, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.3761467889908259,-0.3761467889908259,→ Ở lại
"Department_Research & Development, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.3770122901159774,-0.37701229011597737,→ Ở lại
"MaritalStatus_Married, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.3777011009197087,-0.37770110091970865,→ Ở lại
"DistanceFromHome_Far, YearsAtCompany_Mid_Tenure",1.0,1.378078089414015,-0.378078089414015,→ Ở lại
"Age_Young, Department_Research & Development, YearsAtCompany_Mid_Tenure",1.0,1.3781145646031339,-0.37811456460313386,→ Ở lại
"DistanceFromHome_Near, JobRole_Laboratory Technician",1.0,1.3783148238690601,-0.3783148238690601,→ Ở lại
"DistanceFromHome_Medium, MaritalStatus_Married, TotalWorkingYears_Mid-Level",1.0,1.3784017082367908,-0.37840170823679076,→ Ở lại
"MonthlyIncome_Low_Income, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.378989051945027,-0.37898905194502697,→ Ở lại
"JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income, YearsAtCompany_Mid_Tenure",1.0,1.378989051945027,-0.37898905194502697,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3",1.0,1.3797093995113798,-0.37970939951137983,→ Ở lại
"Age_Middle-Aged, DistanceFromHome_Near, JobSatisfaction_High_Satisfaction",1.0,1.37995337995338,-0.3799533799533801,→ Ở lại
"JobSatisfaction_Low_Satisfaction, OverTime_No, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.38009461426492,-0.38009461426491997,→ Ở lại
"DistanceFromHome_Medium, MaritalStatus_Married, YearsAtCompany_Mid_Tenure",1.0,1.38009461426492,-0.38009461426491997,→ Ở lại
"JobSatisfaction_Low_Satisfaction, MaritalStatus_Married, YearsAtCompany_Mid_Tenure",1.0,1.3805687106628126,-0.3805687106628126,→ Ở lại
"Department_Sales, JobRole_Sales Executive, MonthlyIncome_Mid_Income, YearsAtCompany_Mid_Tenure",1.0,1.3809577128354422,-0.3809577128354422,→ Ở lại
